,company,summary,overall_ratings,Sentiment
3471,google,Senior Software Enginner,5.0,NEUTRAL
3472,google,"Great for engineers, not so much for non-engineers",3.0,MIXED
3473,google,Nice place,5.0,POSITIVE
3474,google,Great people,5.0,POSITIVE
3475,google,Great place to work,4.0,POSITIVE
3476,google,Nice work environment.,4.0,POSITIVE
3477,google,Research Intern,4.0,NEUTRAL
3478,google,Google is an innovative company to work for,4.0,POSITIVE
3479,google,"Amazing company with incredible people, but starting to feel too big",4.0,POSITIVE
3480,google,"Good company, getting too big and far too competitive",3.0,POSITIVE
3481,google,Store Operations Representative,3.0,NEUTRAL
3482,google,"Fast-paced, supportive, and competitive environment",5.0,POSITIVE
3483,google,Hard work is rewarded with raises and bonuses,5.0,POSITIVE
3484,google,Google,5.0,NEUTRAL
3485,google,Best co-workers ever.,5.0,POSITIVE
3486,google,great company,4.0,POSITIVE
3487,google,Intern for one semester at Google,5.0,NEUTRAL
3488,google,Your experience depends on your manager,2.0,NEUTRAL
3489,google,"Good company for a fresh graduate, but maybe not for ones with working experiences",3.0,MIXED
3490,google,"Good company to work for, lots of options to explore in your career.",4.0,POSITIVE
3491,google,Google Data Center Management,5.0,NEUTRAL
3492,google,"Great place to work, but slowly turning into a large company feel.",4.0,POSITIVE
3493,google,Great,5.0,POSITIVE
3494,google,SF Bay area sucks,3.0,NEGATIVE
3495,google,Great,5.0,POSITIVE
3496,google,Still the place to be,5.0,NEUTRAL
3497,google,There's a reason Google is always #1...,5.0,NEUTRAL
3498,google,Most stressful job ever. You get fired if you even sneeze too loud.,1.0,NEGATIVE
3499,google,"Great benefits and perks, but slow career growth",4.0,MIXED
3500,google,good interview,4.0,POSITIVE
3501,google,Smart people tackling big problems,5.0,NEGATIVE
3502,google,Great perks,4.0,POSITIVE
3503,google,Can't get better than this.,5.0,POSITIVE
3504,google,Great place to work and have an impact,5.0,POSITIVE
3505,google,Product Manager,4.0,NEUTRAL
3506,google,Awesome company and people...,5.0,POSITIVE
3507,google,"Everything you've heard is true. What you haven't, is even better.",5.0,POSITIVE
3508,google,I am greatly enjoying what I do.,5.0,POSITIVE
3509,google,Great company culture,5.0,POSITIVE
3510,google,Great place to work,5.0,POSITIVE
3511,google,Engineer,5.0,NEUTRAL
3512,google,Business Analyst,5.0,NEUTRAL
3513,google,Ridiculous impact,5.0,NEGATIVE
3514,google,Great place,5.0,POSITIVE
3515,google,Paradise lost.,5.0,NEGATIVE
3516,google,top notch,5.0,POSITIVE
3517,google,Best company,4.0,POSITIVE
3518,google,Great company and culture,3.0,POSITIVE
3519,google,Working here is exactly what you would think,5.0,NEUTRAL
3520,google,Evangelized adoption and usage of Google Apps for Education to university IT departments as a Google Student Ambassador.,5.0,NEUTRAL
3521,google,AMAZING,5.0,POSITIVE
3522,google,Larry & Sergey have never missed an opportunity to go the extra mile for their employees.,5.0,POSITIVE
3523,google,very good workplace,5.0,POSITIVE
3524,google,Customer Service,3.0,POSITIVE
3525,google,Really Enjoyable Experience,4.0,POSITIVE
3526,google,Assistant Engineer,5.0,NEUTRAL
3527,google,"Google, Ok for the young with no families",3.0,NEUTRAL
3528,google,"Great company, smart people, bright future",3.0,POSITIVE
3529,google,"Still good company to work, but gets too big to operate, perk cut every year.",3.0,MIXED
3530,google,Computer Science Academy Resident,4.0,NEUTRAL
3531,google,"Fast Pace, Challenging but no work life balance",4.0,MIXED
3532,google,Most Cool Place on earth,5.0,POSITIVE
3533,google,"Amazing place to work, but very fast paced and competitive",5.0,POSITIVE
3534,google,INFORMATION TECHNOLOGY SUPERVISOR,5.0,NEUTRAL
3535,google,"Amazing company, beware of cult-culture",4.0,POSITIVE
3536,google,Great company,5.0,POSITIVE
3537,google,"Amazing company, great culture, some of the best people I've ever met",5.0,POSITIVE
3538,google,"Great company culture, not enough opportunity for growth",4.0,POSITIVE
3539,google,It's what you make of it,5.0,NEUTRAL
3540,google,Contractors have minimal access to corporate knowledge base.,3.0,NEUTRAL
3541,google,Not too shabby,5.0,NEGATIVE
3542,google,"Can be a great place, but not for everyone",3.0,MIXED
3543,google,Best place to work,5.0,POSITIVE
3544,google,Great !,4.0,POSITIVE
3545,google,Amazing place to call work.,5.0,POSITIVE
3546,google,Great company,5.0,POSITIVE
3547,google,Great organization,5.0,POSITIVE
3548,google,Best Place to Work,5.0,POSITIVE
3549,google,"The organization design of large scale, the internal fight the enemy separately.",4.0,NEUTRAL
3550,google,Maybe the Greatest Company of our Generation,5.0,NEUTRAL
3551,google,Help full,4.0,NEUTRAL
3552,google,Team-dependant,3.0,NEUTRAL
3553,google,Great company to work for,4.0,POSITIVE
3554,google,software engr,4.0,NEUTRAL
3555,google,"good salary, good benefit",4.0,POSITIVE
3556,google,"Good work environment, good pay, great perks",4.0,POSITIVE
3557,google,Short but sweet,5.0,POSITIVE
3558,google,Awesome company,4.0,POSITIVE
3559,google,A nice company,4.0,POSITIVE
3560,google,Not overrated,5.0,NEGATIVE
3561,google,Awesome,5.0,POSITIVE
3562,google,BEst,5.0,POSITIVE
3563,google,great place but ...,4.0,POSITIVE
3564,google,Great!,5.0,POSITIVE
3565,google,Great place to work for,4.0,POSITIVE
3566,google,good,4.0,POSITIVE
3567,google,Great Place To Work,5.0,POSITIVE
3568,google,eh,3.0,NEUTRAL
3569,google,Senior Software Engineer,5.0,NEUTRAL
3570,google,Great place,5.0,POSITIVE
3571,google,amazing place,5.0,POSITIVE
3572,google,An extraordinary company with seemingly limitless resources investing in so many bleeding-edge areas,4.0,POSITIVE
3573,google,It's like being back in College again times going to Disneyland everyday,5.0,POSITIVE
3574,google,energizing work environment with an emphasis on innovation and creativity,5.0,POSITIVE
3575,google,It's Google,5.0,NEUTRAL
3576,google,Fantastic Room for Growth,5.0,POSITIVE
3577,google,Ask a stylist app,1.0,NEUTRAL
3578,google,It's the best company I've ever worked for in the 38 years since I graduated college.,5.0,POSITIVE
3579,google,Summer,5.0,NEUTRAL
3580,google,"Amazing opportunity to learn, becoming so bureaucratic",5.0,NEUTRAL
3581,google,The People Make this Place Great!,5.0,POSITIVE
3582,google,One of the best large companies to work for,5.0,POSITIVE
3583,google,Incredible. Like college all over again.,5.0,POSITIVE
3584,google,"Awesome company, but sales organization is not what it used to be",4.0,MIXED
3585,google,Amazing Place to Work,5.0,POSITIVE
3586,google,Awesome,5.0,POSITIVE
3587,google,Work for a company that is changing the world,4.0,POSITIVE
3588,google,"Great culture, perks and talent but poor performance measurement and promotion process",4.0,MIXED
3589,google,Seven wonderful years at Google.,5.0,POSITIVE
3590,google,Best place to work,5.0,POSITIVE
3591,google,interview process,3.0,NEUTRAL
3592,google,Great experience.,5.0,POSITIVE
3593,google,Adecco at Google,3.0,NEUTRAL
3594,google,Great place to work,5.0,POSITIVE
3595,google,amazing,5.0,POSITIVE
3596,google,I can say that one of the most great things here is the smart people,4.0,POSITIVE
3597,google,Marketing a new product at Google,3.0,NEUTRAL
3598,google,Great work environment,4.0,POSITIVE
3599,google,"good, but not for everyone",4.0,MIXED
3600,google,Great Infrastructure,5.0,POSITIVE
3601,google,Act on Employee Feedback - People managers w/ approval ratings ess than 50% YoY should not manage,2.0,NEUTRAL
3602,google,"Fast-paced, exciting company with incredibly talented colleagues",4.0,POSITIVE
3603,google,"Awesome company, great coworkers, great company overall.",5.0,POSITIVE
3604,google,Very challenging yet rewarding experience thus far,5.0,POSITIVE
3605,google,Product Manager,5.0,NEUTRAL
3606,google,Google Government,3.0,NEUTRAL
3607,google,What a great place to work at,5.0,POSITIVE
3608,google,It was a rousing experience full of learning. I really felt as if my career truly progressed.,5.0,POSITIVE
3609,google,Smart people.,5.0,POSITIVE
3610,google,"Overall positive environment, with some of the most super talented yet down-to-earth colleagues I'd ever seen",4.0,POSITIVE
3611,google,Likely the last job in my life...,5.0,POSITIVE
3612,google,Google review,5.0,NEUTRAL
3613,google,"Great on paper, miserable in reality",2.0,POSITIVE
3614,google,"Amazing experience, now a big company",4.0,POSITIVE
3615,google,selling ads for google,5.0,NEGATIVE
3616,google,Fast-paced and exciting environment,4.0,POSITIVE
3617,google,Mostly everything you've heard,4.0,NEUTRAL
3618,google,Great Place to Work ....Big and Corporate now,4.0,POSITIVE
3619,google,Great company...but times are changing. Google is a large company now and it shows sometimes.,4.0,MIXED
3620,google,software engineer,4.0,NEUTRAL
3621,google,Great company,5.0,POSITIVE
3622,google,Academic and without direction,3.0,POSITIVE
3623,google,"Good company, watch out for some departments",4.0,POSITIVE
3624,google,"Great people, great values",5.0,POSITIVE
3625,google,You learn an incredible amount in just 11 weeks!,5.0,POSITIVE
3626,google,Great experience overall.,4.0,POSITIVE
3627,google,Truly a wonderful company to work for. Work ethic and culture combined at its best!,4.0,POSITIVE
3628,google,Not the best company to work for despite the reports,1.0,NEGATIVE
3629,google,Everything I need to be happy for a long time,5.0,POSITIVE
3630,google,Amazing company,4.0,POSITIVE
3631,google,Amazing place to work!!,5.0,POSITIVE
3632,google,Negotiate your starting salary,4.0,NEUTRAL
3633,google,It's like grad school for people who get stuff done,5.0,NEUTRAL
3634,google,Not a good company to work for,1.0,NEGATIVE
3635,google,Best place to work with best perks.,5.0,POSITIVE
3636,google,cool things,4.0,POSITIVE
3637,google,Great company,4.0,POSITIVE
3638,google,"Friendly, brilliant people",5.0,POSITIVE
3639,google,Great company to work for,5.0,POSITIVE
3640,google,Good Company to work at.,3.0,POSITIVE
3641,google,sem account manager,5.0,NEUTRAL
3642,google,"Innovative, fun work environment",5.0,POSITIVE
3643,google,Extremely rewarding and gratifying experience.,4.0,POSITIVE
3644,google,"Treat employees very well, but not much opportunity outside of Mountainview and New York",4.0,NEUTRAL
3645,google,Demanding environment and touch schedule.,4.0,NEUTRAL
3646,google,"Amazing company, HR/Recruiting org needs a lot of work",4.0,POSITIVE
3647,google,Closest Place To Paradise,5.0,NEUTRAL
3648,google,Good place to work,3.0,POSITIVE
3649,google,Pleasant to work here,5.0,POSITIVE
3650,google,Fun,5.0,POSITIVE
3651,google,awesome experience,5.0,POSITIVE
3652,google,great company,3.0,POSITIVE
3653,google,Excellent learning experience,5.0,POSITIVE
3654,google,impressive for its size,4.0,POSITIVE
3655,google,Heart Throbing Experience so far,4.0,POSITIVE
3656,google,Talent Acquisition,5.0,POSITIVE
3657,google,"Everything is awesome, bureaucracy can be annoying (but typically not prohibitive)",4.0,POSITIVE
3658,google,Great company to work for,4.0,POSITIVE
3659,google,Corporation trying not to be corporate,4.0,NEUTRAL
3660,google,Great place to work!,5.0,POSITIVE
3661,google,Big company that is a good starting point.,3.0,POSITIVE
3662,google,Decent place...,4.0,POSITIVE
3663,google,"challenging, supportive, focused, important",5.0,POSITIVE
3664,google,Insane workload but with almost no bureaucratic nonsense,5.0,MIXED
3665,google,The best place to work at!!!!,5.0,POSITIVE
3666,google,"Smart so coworkers, great atmosphere",4.0,POSITIVE
3667,google,"Great, but lots of politics",3.0,MIXED
3668,google,Best company out there. Period.,5.0,POSITIVE
3669,google,Amazing,5.0,POSITIVE
3670,google,good campany,5.0,POSITIVE
3671,google,"good for tenured engineer, bad for passionate engineer",4.0,MIXED
3672,google,Good company to pursue career,5.0,POSITIVE
3673,google,Good times,4.0,POSITIVE
3674,google,Wild place to work,4.0,NEUTRAL
3675,google,Great experience,4.0,POSITIVE
3676,google,Great place to work,5.0,POSITIVE
3677,google,Too much hype,2.0,NEGATIVE
3678,google,Competitive Machine of Silicon Valley,3.0,NEUTRAL
3679,google,Awesome company,5.0,POSITIVE
3680,google,Getting Too Big,4.0,NEGATIVE
3681,google,"Talented, driven and passionate team environment.",4.0,POSITIVE
3682,google,Awesome Company,5.0,POSITIVE
3683,google,Really Amazing benefits,5.0,POSITIVE
3684,google,"Great people, work, and environment",5.0,POSITIVE
3685,google,Great Experience,5.0,POSITIVE
3686,google,"Great, once you learn to work smarter",5.0,POSITIVE
3687,google,"Great place to be, but a hard place to work",3.0,MIXED
3688,google,Not too shabby,4.0,NEGATIVE
3689,google,It's Google,5.0,NEUTRAL
3690,google,Smartest people ever,5.0,POSITIVE
3691,google,"Diverse & interesting people, big challenges, effective leadership, great perks",5.0,POSITIVE
3692,google,Overworked and underpaid...,3.0,NEUTRAL
3693,google,It was ok the project was great but how it was ran wasn't,3.0,MIXED
3694,google,A Challenging and Exciting Time!,5.0,POSITIVE
3695,google,"Hard work, but worth it.",5.0,MIXED
3696,google,Robotic Recruiting where all they care for is a number not quality. Shady practices to get candidates through.,2.0,NEGATIVE
3697,google,Software Engineer,4.0,NEUTRAL
3698,google,"A good place to start your career, but maybe not the best place to grow it fast",4.0,MIXED
3699,google,Love it here.,4.0,POSITIVE
3700,google,"Limited career opportunities, in the traditional sense",4.0,NEUTRAL
3701,google,"Amazing experience, sometimes a little stifling",4.0,POSITIVE
3702,google,Good.,4.0,POSITIVE
3703,google,Great place to work!,4.0,POSITIVE
3704,google,"Great stable job, not for entrepreneurial types",4.0,POSITIVE
3705,google,Great company,4.0,POSITIVE
3706,google,"Great company, limited opportunities in a remote office.",4.0,POSITIVE
3707,google,Desperately trying to stay relevant,2.0,NEGATIVE
3708,google,Best company ever created in human history,5.0,POSITIVE
3709,google,Amazing place!,5.0,POSITIVE
3710,google,Amazing.,5.0,POSITIVE
3711,google,My experience at google was nothing short of amazing,4.0,POSITIVE
3712,google,Enjoyable,4.0,POSITIVE
3713,google,Pretty challenging,3.0,POSITIVE
3714,google,"Great work, hard work",4.0,POSITIVE
3715,google,Lots of smart people selling ads,4.0,NEGATIVE
3716,google,Good company but hard to move up after a certain level.,3.0,MIXED
3717,google,"Amazing place, strong culture but not perfect for mid / senior level managers",4.0,MIXED
3718,google,Awesome!,5.0,POSITIVE
3719,google,Everything you would expect,5.0,NEUTRAL
3720,google,Great place to work,5.0,POSITIVE
3721,google,A Unique Company,5.0,POSITIVE
3722,google,Simple,5.0,POSITIVE
3723,google,Intense environment of hyper-competitive ,4.0,POSITIVE
3724,google,TPM,2.0,NEUTRAL
3725,google,Executive sales,4.0,NEUTRAL
3726,google,"Still the best place to work for, despite the cons",4.0,POSITIVE
3727,google,A company that demonstrates that it values the employees,5.0,POSITIVE
3728,google,Best Large Corp to work for,4.0,POSITIVE
3729,google,Great place to be a SWE,5.0,POSITIVE
3730,google,Mentally challenging,4.0,NEUTRAL
3731,google,"In and out place but still better than most places, and you learn a ton.",4.0,POSITIVE
3732,google,Nice working place,4.0,POSITIVE
3733,google,Software Engineer,4.0,NEUTRAL
3734,google,Google is amazing,5.0,POSITIVE
3735,google,Okay,4.0,NEUTRAL
3736,google,Lots of cash allow the company to invest in its people,5.0,NEUTRAL
3737,google,Amazing place to work,5.0,POSITIVE
3738,google,"Best company I've ever worked for, including my own company",5.0,POSITIVE
3739,google,Great,4.0,POSITIVE
3740,google,Great place to work,5.0,POSITIVE
3741,google,"Great workplace, inspires you to come to work everyday",5.0,POSITIVE
3742,google,Best job ever!,5.0,POSITIVE
3743,google,One of the best to work for!,5.0,POSITIVE
3744,google,I really enjoy the environment,5.0,POSITIVE
3745,google,Great place to work!,5.0,POSITIVE
3746,google,Great culture and company,5.0,POSITIVE
3747,google,"Challenging, Friendly, and overall rewarding",5.0,POSITIVE
3748,google,Good place to work,4.0,POSITIVE
3749,google,Awesome,4.0,POSITIVE
3750,google,"Inspiring, supportive, challenging, rewarding.",5.0,POSITIVE
3751,google,Wonderful Place,5.0,POSITIVE
3752,google,Solid at best,4.0,POSITIVE
3753,google,Great experience but limited mobility,4.0,MIXED
3754,google,Great place to build your career,4.0,POSITIVE
3755,google,"Good, Needs Help",4.0,POSITIVE
3756,google,Highly recommend to others,5.0,POSITIVE
3757,google,"Still good pay, still a good place to work",5.0,POSITIVE
3758,google,The best working environment in the world,5.0,POSITIVE
3759,google,I really enjoyed it!,4.0,POSITIVE
3760,google,Positive and challenging.,5.0,POSITIVE
3761,google,Software Engineer at Google,5.0,NEUTRAL
3762,google,Nowhere like it... but you have to walk on water to climb beyond Snr. Manager.,5.0,NEGATIVE
3763,google,"Fantastic place to learn, grow, and work",5.0,POSITIVE
3764,google,The best employer I've ever had,5.0,POSITIVE
3765,google,Awesome company to work for,5.0,POSITIVE
3766,google,Huge but incredible,5.0,POSITIVE
3767,google,I love GOOGLE!,5.0,POSITIVE
3768,google,Google underpays when it comes to staffing and recruiting. They are way below the market. There is no work life balance.,1.0,NEUTRAL
3769,google,Bad Time to be in the Sales Org,2.0,NEGATIVE
3770,google,"Great employer, smart people, with some shortcoming of being a big company",5.0,NEUTRAL
3771,google,Awesome company,5.0,POSITIVE
3772,google,softare engineer,5.0,NEUTRAL
3773,google,Fantastic company,5.0,POSITIVE
3774,google,"Great company, awesome co workers, but getting really really big.",5.0,POSITIVE
3775,google,Very high caliber of talent. Fast-paced work environment,5.0,POSITIVE
3776,google,"Awesome, except I was on contract.",5.0,MIXED
3777,google,"Yes, it really is a great place to work!",4.0,POSITIVE
3778,google,"Awesome company, awful experience",4.0,MIXED
3779,google,Amazing company!!!,5.0,POSITIVE
3780,google,Great,5.0,POSITIVE
3781,google,"Great perks, but proceed with caution when choosing a role.",3.0,MIXED
3782,google,Nice company bad culture,5.0,MIXED
3783,google,(NON-TECH Role),2.0,NEUTRAL
3784,google,Account Manager,4.0,NEUTRAL
3785,google,Good,3.0,POSITIVE
3786,google,"Great company to work for focusing on projects with a global scale, but slowing down as it gets bigger.",4.0,POSITIVE
3787,google,Caring and down to earth employees,5.0,NEUTRAL
3788,google,Most innovative company of our generation,5.0,POSITIVE
3789,google,The drea,5.0,NEUTRAL
3790,google,Amazing place to grow a people management career,5.0,POSITIVE
3791,google,Google was the best place I have ever worked.,5.0,POSITIVE
3792,google,Nice to work with,5.0,POSITIVE
3793,google,"Every bit as good as you hear, but it's still a corporation.",5.0,MIXED
3794,google,7+ years and still happy,5.0,POSITIVE
3795,google,good,4.0,POSITIVE
3796,google,Good company to work for,3.0,POSITIVE
3797,google,Amazing experience,5.0,POSITIVE
3798,google,Good,4.0,POSITIVE
3799,google,"Great place to work, but has lost that fast-moving feeling",4.0,MIXED
3800,google,The most challenging job I've had in my career.,5.0,POSITIVE
3801,google,"Great place to grow, great culture, great technology",5.0,POSITIVE
3802,google,One of the Best,5.0,POSITIVE
3803,google,Even Remote Office are Great,5.0,POSITIVE
3804,google,Good but not great,4.0,MIXED
3805,google,Dynamic and difficult,4.0,NEGATIVE
3806,google,Making an impact on the world.,5.0,NEUTRAL
3807,google,Sub jobs at google,3.0,NEUTRAL
3808,google,Senior Account Strategist,3.0,NEUTRAL
3809,google,technical program manager,3.0,NEUTRAL
3810,google,"If you want to work at a big company, this is the one to work at",5.0,POSITIVE
3811,google,Great company,5.0,POSITIVE
3812,google,This is Disneyland,5.0,POSITIVE
3813,google,"Great company, best talents",5.0,POSITIVE
3814,google,good environment,4.0,POSITIVE
3815,google,Software Engineering for Engineers by Engineers,5.0,NEUTRAL
3816,google,No better place to grow,5.0,NEGATIVE
3817,google,What an amazing place to work!,5.0,POSITIVE
3818,google,Good place to change the world,5.0,POSITIVE
3819,google,"Great company, but getting too big.",4.0,MIXED
3820,google,very satisfied,4.0,POSITIVE
3821,google,Great place to work,5.0,POSITIVE
3822,google,The only company to work on this planet.,5.0,NEUTRAL
3823,google,Good place to work with smart people,5.0,POSITIVE
3824,google,Awesome,5.0,POSITIVE
3825,google,"Cut throat, privileged co-workers, and burn out inevitiable",2.0,NEUTRAL
3826,google,Overpaid DoubleClickers beware.,4.0,NEGATIVE
3827,google,"Only Hype, maybe it was a good company a few years ago. No longer.",2.0,NEGATIVE
3828,google,Excellent environment for engineers.,5.0,POSITIVE
3829,google,"Best company in the world, but that doesn't mean all work you do will be equally interesting",4.0,POSITIVE
3830,google,"Great job, great culture and great perks",4.0,POSITIVE
3831,google,Challenging and enjoyable,5.0,POSITIVE
3832,google,Great company to work for if you like to stay on your toes.,4.0,POSITIVE
3833,google,"Great salary and benefits, slowly morphing into a bureaucratic behemoth.",4.0,NEUTRAL
3834,google,Global Business Org,4.0,NEUTRAL
3835,google,Great company,5.0,POSITIVE
3836,google,Overall A Great Place,5.0,POSITIVE
3837,google,"A memorable and valuable experience, obviously great perks",3.0,POSITIVE
3838,google,Full of the worst people from Microsoft,1.0,NEGATIVE
3839,google,Marketing Associate,4.0,NEUTRAL
3840,google,Best big company you can find out there,4.0,POSITIVE
3841,google,Amazing place to work,5.0,POSITIVE
3842,google,Great company,5.0,POSITIVE
3843,google,Great job with excellent benefits,4.0,POSITIVE
3844,google,Too big for a rapid career growth,3.0,NEUTRAL
3845,google,"Work hard, Play harder",5.0,NEUTRAL
3846,google,Awesome place to work.,5.0,POSITIVE
3847,google,Great company but chaos and churn can be grinding,4.0,MIXED
3848,google,The Best,5.0,POSITIVE
3849,google,Great,5.0,POSITIVE
3850,google,"Inspiring technology, amazing people & perks, a few issues",4.0,POSITIVE
3851,google,Google work,5.0,NEUTRAL
3852,google,This was a great Place to work,5.0,POSITIVE
3853,google,If you are ambitious you CAN have huge impact!!,5.0,POSITIVE
3854,google,"Great place to start career, tough to navigate",4.0,POSITIVE
3855,google,nice place to work there,4.0,POSITIVE
3856,google,Great place to work but very competitive,4.0,POSITIVE
3857,google,Great tech company and generally positive culture,4.0,POSITIVE
3858,google,Great place to work and to grow,5.0,POSITIVE
3859,google,Awesome Company to Work For,4.0,POSITIVE
3860,google,a good company to work for,4.0,POSITIVE
3861,google,Great company that is now a really big company,4.0,POSITIVE
3862,google,Awesome,5.0,POSITIVE
3863,google,Great Company,5.0,POSITIVE
3864,google,Google is the best place in the world to work - if you're an engineer,2.0,NEUTRAL
3865,google,Software engineer,5.0,NEUTRAL
3866,google,Love my job,5.0,POSITIVE
3867,google,Great company to work at,5.0,POSITIVE
3868,google,Great,5.0,POSITIVE
3869,google,Amazing company with great vision,4.0,POSITIVE
3870,google,A great place to work,5.0,POSITIVE
3871,google,Great Company,5.0,POSITIVE
3872,google,Great Company,5.0,POSITIVE
3873,google,Best company to start your career in.,4.0,POSITIVE
3874,google,Greatest place ever,5.0,POSITIVE
3875,google,"Cool perks, arrogant people",3.0,POSITIVE
3876,google,very good company,5.0,POSITIVE
3877,google,"It was the best of times, it was the worst of times.",5.0,NEGATIVE
3878,google,Great!,5.0,POSITIVE
3879,google,Amazing,5.0,POSITIVE
3880,google,"came in excited, left very disappointed",1.0,NEGATIVE
3881,google,good company,5.0,POSITIVE
3882,google,Google's amazing (and big)!,5.0,POSITIVE
3883,google,Great company to work for,4.0,POSITIVE
3884,google,"Great company, but poor low-level management and hiring process.",4.0,MIXED
3885,google,Good place overall,4.0,POSITIVE
3886,google,Great first job,5.0,POSITIVE
3887,google,The best there is,5.0,POSITIVE
3888,google,ok,3.0,NEUTRAL
3889,google,"Despite its size, still a rewarding and inspiring place to work",5.0,POSITIVE
3890,google,Great place to work,5.0,POSITIVE
3891,google,Great Company to work with,5.0,POSITIVE
3892,google,Fantastic,5.0,POSITIVE
3893,google,Not what you expect,2.0,NEGATIVE
3894,google,Great company in every way.,5.0,POSITIVE
3895,google,"Great company, but horrible team",3.0,MIXED
3896,google,Huge Freedom and smart people,5.0,POSITIVE
3897,google,Great company to work for,4.0,POSITIVE
3898,google,"Great place to work, AFTER you advance your career.",4.0,POSITIVE
3899,google,a good company,4.0,POSITIVE
3900,google,Great,5.0,POSITIVE
3901,google,Simply amazing workplace with incredible opportunities,5.0,POSITIVE
3902,google,good company,5.0,POSITIVE
3903,google,Fabulous place to work,5.0,POSITIVE
3904,google,Googlers play hard and work hard,5.0,NEUTRAL
3905,google,"Good personnel management, good environment, great perks, limited ability to have an impact on the company.",5.0,POSITIVE
3906,google,working with the best,5.0,POSITIVE
3907,google,Great culture and great place to start a career,4.0,POSITIVE
3908,google,The GREATEST company I've ever worked for!,4.0,POSITIVE
3909,google,"Fantastic environment, great people, great pay!",5.0,POSITIVE
3910,google,"Good place - competitive, good benefits",4.0,POSITIVE
3911,google,Working at Google,4.0,NEUTRAL
3912,google,Its all benefits,4.0,POSITIVE
3913,google,Work Place,5.0,POSITIVE
3914,google,Positive supportive environment (generally),5.0,POSITIVE
3915,google,product marketing manager,3.0,NEUTRAL
3916,google,Great company with some great leaders,4.0,POSITIVE
3917,google,Invigorating working environment,5.0,POSITIVE
3918,google,"Great experience, if you are in the right group",4.0,POSITIVE
3919,google,Full of opportunity,5.0,NEUTRAL
3920,google,Like nothing else and a lot of opportunities to grow,5.0,NEGATIVE
3921,google,Challenging and fun.,5.0,POSITIVE
3922,google,Great company,5.0,POSITIVE
3923,google,"Love the founders, excessive growth and middle management destroyed the culture.",3.0,NEUTRAL
3924,google,Wonderful place to grow a career,5.0,POSITIVE
3925,google,Awesome place to work.,5.0,POSITIVE
3926,google,"Fun, exciting, and low stress!",5.0,POSITIVE
3927,google,Great tech company,5.0,POSITIVE
3928,google,Golden handcuffs,4.0,NEUTRAL
3929,google,"Very fun environment, compelling work",4.0,POSITIVE
3930,google,Great place,4.0,POSITIVE
3931,google,awesome,5.0,POSITIVE
3932,google,"awesome role, but still under the thumb of the PM",5.0,MIXED
3933,google,Splendid place to work,4.0,POSITIVE
3934,google,Google is awesome!,5.0,POSITIVE
3935,google,"Best place to work, bar none.",5.0,POSITIVE
3936,google,"Great office, small box...",4.0,POSITIVE
3937,google,Google protects bad managers.,1.0,NEGATIVE
3938,google,Great company for engineers,5.0,POSITIVE
3939,google,"Amazing place to work, but everyone overqualified for their position",4.0,POSITIVE
3940,google,Amazing Place,5.0,POSITIVE
3941,google,Great company,5.0,POSITIVE
3942,google,"All glam, just a cog in another corporate wheel",3.0,NEUTRAL
3943,google,Great!,5.0,POSITIVE
3944,google,It was a great experience.,5.0,POSITIVE
3945,google,Couldn't ask for a better job out of college...,5.0,POSITIVE
3946,google,Nice Place,4.0,POSITIVE
3947,google,Cozy,4.0,POSITIVE
3948,google,"Ambitious goals, strong support -- industry leader",5.0,POSITIVE
3949,google,Best place to work,5.0,POSITIVE
3950,google,Great place to work,4.0,POSITIVE
3951,google,"While working at Google, I felt like my all of my needs were being met.",5.0,POSITIVE
3952,google,Great Company,5.0,POSITIVE
3953,google,Great place to work,4.0,POSITIVE
3954,google,Best Place to Work,5.0,POSITIVE
3955,google,No Complaints--Everything is Great,5.0,POSITIVE
3956,google,"Great company, difficult transition post acquisition",4.0,POSITIVE
3957,google,Working at Google makes other jobs pale in comparison.,5.0,NEUTRAL
3958,google,Admn,5.0,NEUTRAL
3959,google,"Ate lunch with Al Gore, ate lunch on 60 Minutes, worked hard, worked late, missed the ipo.",5.0,NEGATIVE
3960,google,Google has a great developer editing software. Better than Apple's in my opinion.,5.0,POSITIVE
3961,google,My Review,4.0,NEUTRAL
3962,google,Software Engineer,4.0,NEUTRAL
3963,google,Not your usual organization,4.0,NEGATIVE
3964,google,Awesome!,5.0,POSITIVE
3965,google,Best place to work I have worked at.,5.0,POSITIVE
3966,google,"Still great, but changing quickly",4.0,MIXED
3967,google,Great place,5.0,POSITIVE
3968,google,Googs,4.0,NEUTRAL
3969,google,The People are what make Google Google,5.0,NEUTRAL
3970,google,The best place to work at!!,5.0,POSITIVE
3971,google,Had a good time at Google lots and lots of things to do and great groups and products,5.0,POSITIVE
3972,google,Good,3.0,POSITIVE
3973,google,Awesome,5.0,POSITIVE
3974,google,Fantastic Workplace,5.0,POSITIVE
3975,google,Exhausting with no feedback,3.0,NEGATIVE
3976,google,Great experience but like everywhere else.,4.0,MIXED
3977,google,Great for early 20 something or someone ok without a work/life balance,3.0,POSITIVE
3978,google,Best company ever,5.0,POSITIVE
3979,google,Kool Aide Central,3.0,NEUTRAL
3980,google,Excellent employer with many interesting projects.,5.0,POSITIVE
3981,google,Great first job out of college with smartest people I've met. Great company for college grads and people with children.,4.0,POSITIVE
3982,google,Pm,5.0,NEUTRAL
