time,attempt_suicide,gender,sexuallity,age,income,race,bodyweight,virgin,prostitution_legal,pay_for_sex,friends,social_fear,depressed,what_help_from_others,employment,job_title,edu_level,improve_yourself_how
5/18/2016 5:49:21,No,Male,Straight,35,"$30,000 to $39,999",Asian,Normal weight,Yes,Yes,No,2,Yes,Yes,I don't want help,Employed for wages,engineer,"Some college, no degree",None
5/18/2016 5:49:42,No,Male,Straight,31,"$10,000 to $19,999",White non-Hispanic,Obese,Yes,No,No,3,No,No,Set me up with a date,Self-employed,none,"Some college, no degree",None
5/18/2016 5:50:59,No,Male,Straight,57,"$10,000 to $19,999",White non-Hispanic,Normal weight,No,No,No,0,No,No,I don't want help,Employed for wages,vehicle prep,Trade/technical/vocational training,None
5/18/2016 5:52:27,Yes,Male,Straight,25,$0,Hispanic (of any race),Normal weight,No,No,Yes and I have,0,Yes,Yes,I don't want help,Out of work and looking for work,dunno,Bachelor?€?s degree,"Joined a gym/go to the gym, Therapy"
5/18/2016 6:03:51,No,Male,Straight,25,$0,White non-Hispanic,Normal weight,Yes,No,No,0,Yes,Yes,I don't want help,Unable to work,none,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, None"
5/18/2016 6:21:19,No,Male,Gay/Lesbian,25,$0,White non-Hispanic,Overweight,Yes,No,No,6,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Out of work and looking for work,Unemployed ,"High school graduate, diploma or the equivalent (for example: GED)",Therapy
5/18/2016 6:23:18,Yes,Female,Bisexual,22,"$1 to $10,000",White non-Hispanic,Normal weight,No,No,No,0,Yes,Yes,I don't want help,A student,Student,"Some college, no degree",Therapy
5/18/2016 6:38:46,No,Female,Straight,23,$0,Asian,Underweight,Yes,No,No,0,Yes,Yes,I don't want help,Out of work but not currently looking for work,N/a,Bachelor?€?s degree,Other exercise
5/18/2016 6:40:35,No,Female,Straight,21,"$125,000 to $149,999",White non-Hispanic,Normal weight,No,No,No,16,No,No,I don't want help,Self-employed,Accountant,Associate degree,None
5/18/2016 6:41:08,Yes,Male,Straight,33,$0,White non-Hispanic,Normal weight,Yes,No,No,1,Yes,Yes,I don't want help,Out of work and looking for work,Unemployed,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
5/18/2016 6:53:02,No,Male,Straight,18,"$50,000 to $74,999",Asian,Normal weight,Yes,No,No,5,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Employed for wages,Intern,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 6:55:07,No,Male,Straight,27,$0,White non-Hispanic,Underweight,Yes,Yes,No,1,Yes,Yes,I don't want help,A student,*,Bachelor?€?s degree,None
5/18/2016 7:02:48,No,Male,Straight,21,"$10,000 to $19,999",White non-Hispanic,Overweight,Yes,No,Yes but I haven't,1,Yes,Yes,I don't want help,A student,student,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 7:04:09,No,Male,Straight,20,$0,White non-Hispanic,Normal weight,No,No,Yes and I have,0,No,No,I don't want help,A student,None,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 7:10:02,No,Male,Straight,23,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,0,No,No,"wingman/wingwoman, Set me up with a date",A student,student,Bachelor?€?s degree,"Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 7:12:21,No,Male,Straight,29,"$40,000 to $49,999",Asian,Obese,Yes,No,Yes but I haven't,0,No,No,"wingman/wingwoman, Set me up with a date, date coaching",Self-employed, Therapy,Bachelor?€?s degree,None
5/18/2016 7:13:43,No,Male,Straight,23,"$1 to $10,000",Asian,Normal weight,Yes,Yes,Yes but I haven't,2,Yes,Yes,I don't want help,Out of work and looking for work,Your survey question design is bad and you should feel bad.,Bachelor?€?s degree,None
5/18/2016 7:19:47,Yes,Female,Straight,26,"$1 to $10,000",White non-Hispanic,Overweight,Yes,No,Yes but I haven't,0,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Out of work but not currently looking for work,useless,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, join clubs/socual clubs/meet ups, medication"
5/18/2016 7:27:20,No,Male,Straight,22,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,No,No,0,Yes,Yes,date coaching,Out of work and looking for work,.,"Some college, no degree","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 7:28:01,No,Male,Straight,23,$0,Indian,Underweight,Yes,No,Yes but I haven't,3,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Out of work and looking for work,Student,Bachelor?€?s degree,None
5/18/2016 7:41:18,Yes,Male,Straight,27,$0,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,6,Yes,Yes,I don't want any help. I can't even talk about it.,Out of work but not currently looking for work,Philosopher,"Some high school, no diploma",Other exercise
5/18/2016 7:41:18,Yes,Male,Straight,24,$0,White non-Hispanic,Normal weight,Yes,No,No,0,Yes,Yes,I don't want help,A student,What?,"High school graduate, diploma or the equivalent (for example: GED)",Trying to accept my fate.
5/18/2016 7:46:46,No,Male,Straight,28,$0,White non-Hispanic,Normal weight,No,Yes,Yes but I haven't,3,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Out of work and looking for work,loser,Master?€?s degree,Other exercise
5/18/2016 7:46:57,Yes,Male,Straight,19,"$10,000 to $19,999",White non-Hispanic,Overweight,Yes,Yes,Yes but I haven't,10,No,Yes,I don't want help,Employed for wages,Software Engineer,Trade/technical/vocational training,Other exercise
5/18/2016 7:54:01,No,Male,Straight,24,"$1 to $10,000",Black,Underweight,No,No,Yes but I haven't,4,Yes,Yes,I don't want help,A student,Student,Bachelor?€?s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 7:55:10,No,Male,Straight,25,"$125,000 to $149,999",White non-Hispanic,Normal weight,No,No,Yes but I haven't,30,No,No,I don't want help,Employed for wages,Financial Analyst,Bachelor?€?s degree,"Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 8:08:44,No,Male,Straight,18,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,0,No,No,wingman/wingwoman,A student,Student ,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 8:10:41,No,Male,Straight,27,$0,White non-Hispanic,Underweight,No,No,No,13,No,Yes,I don't want help,Out of work and looking for work,currently unemployed,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise"
5/18/2016 8:14:39,No,Female,Gay/Lesbian,35,"$1 to $10,000",Black,Obese,No,No,No,3,Yes,Yes,"wingman/wingwoman, Set me up with a date",Out of work but not currently looking for work,Nothing,"Some college, no degree","Therapy, join clubs/socual clubs/meet ups"
5/18/2016 8:14:52,No,Male,Straight,19,$0,White non-Hispanic,Normal weight,Yes,No,No,6,Yes,No,"wingman/wingwoman, date coaching",A student,Student,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Other exercise"
5/18/2016 8:17:01,Yes,Female,Bisexual,21,"$1 to $10,000",White non-Hispanic,Normal weight,No,Yes,No,7,Yes,Yes,I don't want help,Out of work and looking for work,Lifeguard,Bachelor?€?s degree,"Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 8:18:08,No,Female,Straight,30,"$1 to $10,000",White non-Hispanic,Overweight,Yes,No,Yes but I haven't,0,No,Yes,I don't want help,Employed for wages,lackey,Bachelor?€?s degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 8:22:09,Yes,Male,Straight,18,"$30,000 to $39,999",Native american,Normal weight,Yes,No,Yes but I haven't,0,Yes,Yes,Friends,Out of work and looking for work,None,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 8:24:22,No,Female,Bisexual,27,"$20,000 to $29,999",White non-Hispanic,Normal weight,Yes,Yes,No,10,Yes,No,I don't want help,Employed for wages,teacher,Bachelor?€?s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 8:27:23,No,Male,Straight,35,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,4,Yes,Yes,date coaching,Self-employed,online seller,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 8:34:48,No,Male,Straight,28,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,15,No,No,date coaching,A student,student,Bachelor?€?s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 8:41:25,No,Female,Straight,28,"$20,000 to $29,999",White non-Hispanic,Overweight,No,No,No,20,No,No,wingman/wingwoman,Self-employed,Musician,Master?€?s degree,Joined a gym/go to the gym
5/18/2016 8:42:53,No,Male,Straight,19,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,3,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",A student,Student,"Some high school, no diploma",None
5/18/2016 8:46:21,Yes,Female,Straight,29,"$50,000 to $74,999",White non-Hispanic,Normal weight,No,No,No,5,Yes,Yes,I don't want help,Employed for wages,Designer,Associate degree,"Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 8:49:24,Yes,Male,Straight,29,"$30,000 to $39,999",White non-Hispanic,Normal weight,Yes,No,No,7,Yes,No,"wingman/wingwoman, Set me up with a date",Employed for wages,Production Editor,Bachelor?€?s degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 8:50:29,No,Male,Straight,22,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,1,Yes,Yes,I don't want help,Employed for wages,Job,"Some college, no degree","Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 8:52:16,No,Male,Straight,24,"$1 to $10,000",White non-Hispanic,Overweight,Yes,Yes,Yes but I haven't,1,Yes,Yes,Set me up with a date,Out of work but not currently looking for work,none,"Some college, no degree",Therapy
5/18/2016 8:56:57,No,Male,Straight,20,"$1 to $10,000",Black,Normal weight,Yes,No,No,10,Yes,Yes,date coaching,A student,Bio major,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 8:57:05,No,Male,Straight,23,"$50,000 to $74,999",White non-Hispanic,Normal weight,Yes,No,No,4,Yes,Yes,I don't want help,Employed for wages,System Analyst Associate ,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Therapy"
5/18/2016 9:08:40,Yes,Male,Straight,22,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,0,No,Yes,I don't want help,A student,Student,Bachelor?€?s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 9:19:05,No,Male,Straight,17,$0,White non-Hispanic,Normal weight,Yes,Yes,Yes but I haven't,10,No,No,"wingman/wingwoman, Set me up with a date, date coaching",A student,student,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 9:27:05,No,Male,Straight,19,$0,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,1,Yes,Yes,I don't want help,Unable to work,Unemployed,"Some high school, no diploma","Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/18/2016 9:27:15,No,Male,Straight,24,$0,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,1,No,Yes,"wingman/wingwoman, Set me up with a date",A student,Student,Bachelor?€?s degree,None
5/18/2016 9:29:39,No,Male,Straight,31,"$20,000 to $29,999",White non-Hispanic,Overweight,No,No,Yes but I haven't,3,Yes,Yes,"wingman/wingwoman, Set me up with a date",Employed for wages,Delivery manager,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 9:31:41,No,Male,Straight,22,"$10,000 to $19,999",White non-Hispanic,Normal weight,No,Yes,Yes but I haven't,8,No,Yes,I don't want help,Self-employed,-,Bachelor?€?s degree,Joined a gym/go to the gym
5/18/2016 9:37:14,No,Male,Straight,24,"$10,000 to $19,999",Asian,Overweight,No,No,Yes and I have,3,Yes,Yes,I don't want help,Employed for wages,Clerk,Bachelor?€?s degree,Joined a gym/go to the gym
5/18/2016 9:39:15,No,Male,Straight,31,"$20,000 to $29,999",White non-Hispanic,Normal weight,No,No,No,2,Yes,Yes,I don't want help,Employed for wages,S,"Some college, no degree",None
5/18/2016 9:42:24,No,Male,Straight,22,"$20,000 to $29,999",Asian,Normal weight,Yes,Yes,Yes and I have,3,Yes,No,I don't want help,A student,Masters,Bachelor?€?s degree,"Joined a gym/go to the gym, Other exercise"
5/18/2016 9:53:09,No,Male,Straight,20,$0,White non-Hispanic,Normal weight,Yes,Yes,No,0,Yes,Yes,Set me up with a date,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Therapy"
5/18/2016 9:54:14,Yes,Female,Straight,27,"$1 to $10,000",White non-Hispanic,Overweight,Yes,Yes,No,1,Yes,Yes,coping with being beyond help,A student,-,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise, diets, change of wardrobe, medication, diet pills "
5/18/2016 9:54:39,No,Male,Straight,24,"$1 to $10,000",Black,Overweight,Yes,No,Yes but I haven't,6,No,No,I don't want help,A student,Student,Bachelor?€?s degree,"Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 9:55:57,No,Male,Straight,26,$0,White non-Hispanic,Normal weight,Yes,No,No,0,Yes,Yes,I don't want help,Unable to work,nothing,"Some college, no degree",None
5/18/2016 9:56:07,No,Male,Straight,22,$0,Asian,Normal weight,Yes,Yes,No,0,Yes,Yes,Set me up with a date,Out of work but not currently looking for work,None,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 9:56:10,No,Male,Straight,26,"$30,000 to $39,999",White non-Hispanic,Overweight,Yes,Yes,No,4,Yes,Yes,Set me up with a date,Employed for wages,Storekeeper ,Bachelor?€?s degree,Joined a gym/go to the gym
5/18/2016 10:00:58,No,Male,Straight,24,"$30,000 to $39,999",White non-Hispanic,Normal weight,No,No,No,0,No,Yes,I don't want help,A student,Research assistant ,Associate degree,None
5/18/2016 10:05:09,No,Male,Straight,18,$0,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,20,No,Yes,"wingman/wingwoman, Set me up with a date",A student,Student,Master?€?s degree,"Joined a gym/go to the gym, Other exercise"
5/18/2016 10:07:24,No,Male,Straight,18,$0,White non-Hispanic,Normal weight,No,No,No,6,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",A student,President,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 10:09:50,Yes,Male,Straight,22,"$10,000 to $19,999",Black,Normal weight,Yes,No,No,5,No,Yes,I don't want help,Employed for wages,Sales,"Some college, no degree","Joined a gym/go to the gym, Therapy"
5/18/2016 10:18:15,No,Male,Straight,22,"$50,000 to $74,999",White non-Hispanic,Normal weight,Yes,No,No,15,No,No,"wingman/wingwoman, Set me up with a date, date coaching",Employed for wages,Technician ,"Some college, no degree",Other exercise
5/18/2016 10:18:29,Yes,Male,Straight,19,$0,White non-Hispanic,Normal weight,No,Yes,No,0,No,Yes,Money for rehab or sober living home,Out of work but not currently looking for work,Junkie,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise"
5/18/2016 10:19:13,No,Male,Straight,18,$0,Asian,Normal weight,Yes,No,Yes but I haven't,0,Yes,Yes,"wingman/wingwoman, Set me up with a date",A student,student,"Some college, no degree",None
5/18/2016 10:22:29,No,Male,Straight,21,$0,Indian,Normal weight,Yes,Yes,Yes but I haven't,10,Yes,No,Just want mates that make it look like I fit in,A student,Student,Bachelor?€?s degree,"Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 10:28:46,No,Male,Straight,31,"$10,000 to $19,999",Mixed,Overweight,Yes,No,Yes but I haven't,3,Yes,Yes,"wingman/wingwoman, Set me up with a date",Employed for wages,Press operator,"Some college, no degree","Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 10:34:31,No,Male,Bisexual,25,"$10,000 to $19,999",White non-Hispanic,Underweight,Yes,No,No,28,No,Yes,date coaching,Out of work but not currently looking for work,N/a,Bachelor?€?s degree,"Joined a gym/go to the gym, Therapy, Self analysis "
5/18/2016 10:47:54,No,Male,Straight,23,"$10,000 to $19,999",White non-Hispanic,Normal weight,No,Yes,No,4,Yes,No,Set me up with a date,A student,Student,Bachelor?€?s degree,Other exercise
5/18/2016 10:48:04,No,Male,Straight,27,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,10,Yes,Yes,I don't want help,Employed for wages,Cleaner,Bachelor?€?s degree,Other exercise
5/18/2016 10:56:14,No,Male,Straight,19,$0,White non-Hispanic,Obese,Yes,No,No,0,Yes,Yes,I don't want help,A student,--,"Some college, no degree",None
5/18/2016 11:01:31,No,Male,Straight,20,"$10,000 to $19,999",White non-Hispanic,Underweight,No,No,No,2,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Employed for wages,Technician,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise"
5/18/2016 11:07:19,No,Male,Bisexual,20,$0,White non-Hispanic,Underweight,Yes,Yes,Yes but I haven't,0,No,No,I don't want help,A student,-,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 11:17:49,No,Male,Straight,26,$0,White non-Hispanic,Overweight,Yes,No,No,3,Yes,No,wingman/wingwoman,Out of work but not currently looking for work,none,"Some high school, no diploma",Other exercise
5/18/2016 11:20:05,No,Male,Straight,31,"$30,000 to $39,999",White non-Hispanic,Normal weight,No,No,No,100,No,Yes,"wingman/wingwoman, Set me up with a date, I don't want help",Employed for wages,Manager,Bachelor?€?s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 11:23:33,Yes,Male,Straight,18,$0,White non-Hispanic,Normal weight,Yes,Yes,No,3,Yes,Yes,I don't want help,Out of work and looking for work,None,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
5/18/2016 11:30:23,Yes,Male,Straight,22,"$1 to $10,000",White non-Hispanic,Overweight,Yes,Yes,Yes but I haven't,4,Yes,Yes,"wingman/wingwoman, Set me up with a date",A student,Intern,Trade/technical/vocational training,"Joined a gym/go to the gym, Therapy"
5/18/2016 11:32:06,No,Male,Bisexual,28,"$30,000 to $39,999",White non-Hispanic,Overweight,No,No,No,10,Yes,Yes,wingman/wingwoman,Employed for wages,engineer,Bachelor?€?s degree,"Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/18/2016 11:35:47,No,Male,Straight,24,$0,White non-Hispanic,Overweight,Yes,No,No,1,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching, I don't really know. Something magical that would make me happy.",A student,Web Developpeur,Bachelor?€?s degree,None
5/18/2016 11:38:32,No,Male,Straight,26,"$100,000 to $124,999",White non-Hispanic,Obese,No,No,Yes and I have,0,Yes,Yes,"wingman/wingwoman, Set me up with a date",Employed for wages,Software developer,Bachelor?€?s degree,Joined a gym/go to the gym
5/18/2016 11:40:44,Yes,Male,Straight,23,$0,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,5,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching, Therapy, shoulder to cry on",Out of work but not currently looking for work,Unemployed,Bachelor?€?s degree,"Cosmetic survey, Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/18/2016 11:44:10,Yes,Female,Straight,27,"$50,000 to $74,999",White non-Hispanic,Normal weight,Yes,No,No,4,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Employed for wages,Rather not say,Doctorate degree,"Cosmetic survey, Therapy"
5/18/2016 11:49:16,No,Male,Straight,33,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,0,No,Yes,"wingman/wingwoman, Set me up with a date",Out of work but not currently looking for work,Loser,Bachelor?€?s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 11:50:48,No,Female,Straight,26,$0,mixed,Normal weight,Yes,No,No,0,Yes,Yes,I don't want help,A student,student,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 11:56:49,No,Male,Straight,30,"$20,000 to $29,999",White non-Hispanic,Normal weight,No,No,No,3,Yes,Yes,"date coaching, It would be nice but why would a woman choose me?  There are plenty better",Employed for wages,Warehouse associate,"High school graduate, diploma or the equivalent (for example: GED)","Other exercise, Dealer, keeps you in touch with a lot of different people"
5/18/2016 11:57:43,No,Male,Straight,24,$0,White non-Hispanic,Obese,Yes,No,Yes but I haven't,2,Yes,Yes,I don't want help,A student,Student,Associate degree,Other exercise
5/18/2016 12:00:37,No,Male,Straight,44,"$125,000 to $149,999",White non-Hispanic,Normal weight,No,No,Yes but I haven't,12,No,No,I don't want help,Employed for wages,Engineer,Bachelor?€?s degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 12:18:45,No,Male,Straight,27,"$30,000 to $39,999",White non-Hispanic,Overweight,Yes,Yes,No,7,No,Yes,date coaching,Employed for wages,Trainee Mechanical Engineer,Bachelor?€?s degree,"Therapy, join clubs/socual clubs/meet ups"
5/18/2016 12:28:26,No,Male,Straight,27,"$50,000 to $74,999",White non-Hispanic,Obese,Yes,No,No,5,Yes,No,I don't want help,Employed for wages,Teacher ,Bachelor?€?s degree,Other exercise
5/18/2016 12:29:40,No,Male,Straight,32,"$50,000 to $74,999",Asian,Normal weight,No,No,Yes and I have,10,Yes,Yes,"wingman/wingwoman, Set me up with a date",A homemaker,na,"Some college, no degree","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 12:35:10,No,Male,Straight,27,"$30,000 to $39,999",White non-Hispanic,Normal weight,No,No,No,0,No,No,I don't want help,Employed for wages,engineer,Master?€?s degree,Joined a gym/go to the gym
5/18/2016 12:43:43,No,Male,Straight,20,$0,White non-Hispanic,Normal weight,Yes,Yes,No,0,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",A student,Student,Bachelor?€?s degree,Other exercise
5/18/2016 12:47:44,No,Male,Straight,18,$0,White non-Hispanic,Normal weight,Yes,No,No,5,No,No,date coaching,A student,CGMA Sudent,"Some college, no degree",join clubs/socual clubs/meet ups
5/18/2016 13:09:29,Yes,Male,Straight,22,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,1,Yes,Yes,therapy,Employed for wages,cleaner,"Some high school, no diploma",Therapy
5/18/2016 13:14:18,No,Male,Straight,26,$0,White non-Hispanic,Normal weight,Yes,No,No,0,No,No,I don't want help,A student,-,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 13:20:41,Yes,Male,Straight,22,$0,Black,Normal weight,Yes,No,No,25,Yes,Yes,I don't want help,Out of work and looking for work,Unemployed,"Some college, no degree","Joined a gym/go to the gym, Therapy"
5/18/2016 13:26:22,No,Male,Straight,23,"$20,000 to $29,999",White non-Hispanic,Normal weight,Yes,No,No,1,Yes,Yes,I don't want help,Employed for wages,Architectural Technician,Associate degree,None
5/18/2016 13:27:16,Yes,Female,Bisexual,41,$0,White non-Hispanic,Overweight,No,No,No,1,Yes,Yes,I don't want help,Out of work and looking for work,Librarian,"Some college, no degree","Cosmetic survey, Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 14:09:34,No,Male,Straight,28,$0,Asian,Normal weight,No,No,Yes and I have,4,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Out of work and looking for work,None,Professional degree,Other exercise
5/18/2016 14:15:46,No,Male,Straight,29,"$50,000 to $74,999",Asian,Overweight,Yes,No,Yes but I haven't,8,Yes,Yes,I don't want help,Employed for wages,Administrator,Bachelor?€?s degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 14:18:29,No,Female,Straight,19,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,2,Yes,Yes,I don't want help,A student,n/a,"Some college, no degree","Cosmetic survey, Therapy, join clubs/socual clubs/meet ups"
5/18/2016 14:18:35,Yes,Male,Straight,21,"$40,000 to $49,999",White non-Hispanic,Overweight,Yes,No,No,0,Yes,Yes,I don't want help,Employed for wages,IT,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise"
5/18/2016 14:22:02,No,Male,Straight,19,$0,Asian,Normal weight,Yes,No,No,20,No,No,"wingman/wingwoman, Set me up with a date, date coaching",A student,Intern,Bachelor?€?s degree,None
5/18/2016 14:22:58,No,Male,Straight,19,$0,White non-Hispanic,Underweight,Yes,No,No,1,Yes,Yes,"I don't want help, Like, to be seen & treated like a normal person",A homemaker,Student,"Some college, no degree","Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 14:27:25,No,Male,Straight,20,$0,Hispanic (of any race),Normal weight,No,Yes,Yes and I have,7,Yes,Yes,I don't want help,A student,Undergrad student,"Some college, no degree",None
5/18/2016 14:27:31,No,Male,Straight,22,$0,White non-Hispanic,Normal weight,Yes,Yes,No,0,Yes,No,Set me up with a date,Out of work and looking for work,Unemployed,"Some college, no degree",None
5/18/2016 14:33:38,No,Male,Straight,20,"$1 to $10,000",White non-Hispanic,Overweight,Yes,No,Yes but I haven't,0,Yes,Yes,I don't want help,Employed for wages,Call operator,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 14:37:56,No,Male,Bisexual,25,"$10,000 to $19,999",White non-Hispanic,Normal weight,No,No,Yes but I haven't,7,Yes,No,Set me up with a date,Employed for wages,Courier,"Some college, no degree","Joined a gym/go to the gym, Other exercise, Play live in a band. "
5/18/2016 14:52:26,No,Male,Straight,30,"$10,000 to $19,999",Mixed white/asian,Overweight,Yes,No,No,4,Yes,Yes,I don't want help,Employed for wages,Stockroom Assistant,Master?€?s degree,Joined a gym/go to the gym
5/18/2016 14:58:17,No,Male,Straight,30,"$50,000 to $74,999",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,6,No,No,I don't want help,Employed for wages,Languages,Bachelor?€?s degree,Therapy
5/18/2016 15:02:09,No,Male,Straight,22,$0,Mixed,Normal weight,Yes,Yes,No,0,Yes,Yes,Set me up with a date,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise"
5/18/2016 15:14:25,No,Male,Straight,26,"$40,000 to $49,999",White non-Hispanic,Normal weight,Yes,No,No,3,No,No,I don't want help,Employed for wages,Engineer,Bachelor?€?s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 15:39:29,No,Male,Straight,36,"$40,000 to $49,999",White non-Hispanic,Obese,Yes,No,Yes but I haven't,0,Yes,Yes,I don't want help,Employed for wages,clerk,"Some college, no degree",None
5/18/2016 15:43:14,No,Male,Straight,23,"$30,000 to $39,999",White non-Hispanic,Normal weight,No,No,No,8,Yes,No,wingman/wingwoman,A student,Grad student,Bachelor?€?s degree,Other exercise
5/18/2016 15:49:52,Yes,Male,Bisexual,16,"$1 to $10,000",White non-Hispanic,Underweight,Yes,No,Yes but I haven't,0,Yes,Yes,Set me up with a date,A student,Herder,"High school graduate, diploma or the equivalent (for example: GED)",Called suicide hotlines
5/18/2016 15:56:31,No,Female,Straight,25,"$10,000 to $19,999",Asian,Normal weight,Yes,No,No,20,No,Yes,date coaching,Employed for wages,designer,Bachelor?€?s degree,join clubs/socual clubs/meet ups
5/18/2016 16:06:26,No,Female,Straight,37,"$10,000 to $19,999",Asian,Normal weight,Yes,No,No,1,No,No,Set me up with a date,Employed for wages,Administrative Officer,Bachelor?€?s degree,Joined a gym/go to the gym
